utterance,visId,gt,dataset,gtId,id
Show a boxplot of major scores with tooltips displaying the distribution of major scores according to sex? ,exp-692,"{'mark': {'type': 'boxplot'}, 'encoding': {'y': {'field': 'sex', 'type': 'nominal'}, 'x': {'field': 'major', 'type': 'quantitative', 'scale': {'zero': False}}, 'tooltip': {'field': 'major', 'type': 'quantitative'}}, 'data': {'url': 'student.json'}}",student,exp-692,exp-692
What is the distribution of divisions? Show a pie chart.,exp-693,"{'mark': {'type': 'arc'}, 'encoding': {'theta': {'type': 'quantitative', 'aggregate': 'count'}, 'color': {'field': 'division', 'type': 'nominal'}}, 'data': {'url': 'teams.json'}}",teams,exp-693,exp-693
Draw an area chart to show the range of small business across time.,exp-694,"{'width': 600, 'height': 300, 'mark': {'type': 'area'}, 'encoding': {'x': {'axis': {'format': '%b'}, 'field': 'first_day_of_week', 'timeUnit': 'monthdate'}, 'y': {'aggregate': 'max', 'field': 'small business'}, 'y2': {'aggregate': 'min', 'field': 'small business'}, 'opacity': {'value': 0.7}}, 'data': {'url': 'google-trends-microbusiness-smallbusiness-internetbusiness-sidejob.json'}}",google-trends-microbusiness-smallbusiness-internetbusiness-sidejob,exp-694,exp-694
Create a histogram that displays the distribution of years.,exp-695,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'year'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'CPI.json'}}",cpi,exp-695,exp-695
Create a chart with rule marks that illustrates the minimum and maximum ncaa id for extra division.,exp-696,"{'mark': {'type': 'rule'}, 'encoding': {'x': {'field': 'division'}, 'y': {'field': 'ncaa_id', 'aggregate': 'min'}, 'y2': {'field': 'ncaa_id', 'aggregate': 'max'}}, 'data': {'url': 'teams.json'}}",teams,exp-696,exp-696
Create a histogram with binned buying on x-axis and count on y-axis.,exp-697,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'buying', 'type': 'ordinal'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'currency.json'}}",currency,exp-697,exp-697
"Create a chart to show binned buying's distribution in a histogram, sorted from highest to lowest count.",exp-698,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'buying', 'type': 'ordinal', 'sort': {'op': 'count', 'order': 'descending'}}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'currency.json'}}",currency,exp-698,exp-698
Plot subscriber_count against video counts on a scatterplot with square marks.,exp-699,"{'mark': {'type': 'square'}, 'encoding': {'x': {'field': 'video_count', 'type': 'quantitative'}, 'y': {'field': 'subscriber_count', 'type': 'quantitative'}}, 'data': {'url': 'top-300-youtube-channels.json'}}",top-300-youtube-channels,exp-699,exp-699
Generating an area chart to illustrate the average close values over time.,exp-700,"{'width': 300, 'height': 200, 'mark': {'type': 'area'}, 'encoding': {'x': {'timeUnit': 'yearmonth', 'field': 'date', 'axis': {'format': '%Y'}}, 'y': {'aggregate': 'sum', 'field': 'close'}}, 'data': {'url': 'Brazilian Corn Futures.json'}}",brazilian corn futures,exp-700,exp-700
Produce a strip plot to show citric_acid.,exp-701,"{'mark': {'type': 'tick'}, 'encoding': {'x': {'field': 'citric_acid', 'type': 'quantitative'}}, 'data': {'url': 'Wine_Quality_Data.json'}}",wine_quality_data,exp-701,exp-701
What is the distribution broken by different playfulness score and max life expectancy? Show a circle chart.,exp-702,"{'mark': {'type': 'point'}, 'encoding': {'x': {'bin': {'maxbins': 10}, 'field': 'playfulness'}, 'y': {'bin': {'maxbins': 10}, 'field': 'max_life_expectancy'}, 'size': {'aggregate': 'count'}}, 'data': {'url': 'cat_breeds.json'}}",cat_breeds,exp-702,exp-702
"Please draw a scatterplot that has min weight on the x-axis, max weight on the y-axis, and playfulness as colors of the points.",exp-703,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'min_weight', 'type': 'quantitative'}, 'y': {'field': 'max_weight', 'type': 'quantitative'}, 'color': {'field': 'playfulness', 'type': 'ordinal'}}, 'data': {'url': 'cat_breeds.json'}}",cat_breeds,exp-703,exp-703
"Create a scatterplot with postal code and quantity as the axes, with binned profits represented with point opacity. ",exp-704,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'quantity', 'type': 'quantitative'}, 'y': {'field': 'postal code', 'type': 'quantitative'}, 'opacity': {'bin': True, 'field': 'profit'}}, 'data': {'url': 'SampleSuperstore.json'}}",samplesuperstore,exp-704,exp-704
Draw a visualization showing the prices and diameters with marginal histograms for their counts.,exp-705,"{'spacing': 15, 'bounds': 'flush', 'vconcat': [{'mark': 'bar', 'height': 60, 'encoding': {'x': {'bin': True, 'field': 'diameter', 'axis': None}, 'y': {'aggregate': 'count'}}}, {'spacing': 15, 'bounds': 'flush', 'hconcat': [{'mark': 'rect', 'encoding': {'x': {'bin': True, 'field': 'diameter'}, 'y': {'bin': True, 'field': 'price_cad'}, 'color': {'aggregate': 'count'}}}, {'mark': 'bar', 'width': 60, 'encoding': {'y': {'bin': True, 'field': 'price_cad', 'axis': None}, 'x': {'aggregate': 'count'}}}]}], 'config': {'view': {'stroke': 'transparent'}}, 'data': {'url': 'pizza_v2.json'}}",pizza_v2,exp-705,exp-705
"Draw a heatmap with foot types on x, position on y, and mean minutes on color.",exp-706,"{'mark': {'type': 'rect'}, 'encoding': {'y': {'field': 'foot', 'type': 'nominal'}, 'x': {'field': 'position', 'type': 'ordinal'}, 'color': {'aggregate': 'mean', 'field': 'mins'}}, 'config': {'axis': {'grid': True, 'tickBand': 'extent'}}, 'data': {'url': 'MLS_pl_2021_stats_w_2022_salaries.json'}}",mls_pl_2021_stats_w_2022_salaries,exp-706,exp-706
"Generate a plot with sos_adj_d_rank on the x-axis, ncaa_seed on the y-axis, and binned luck_rank as the color.",exp-707,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'sos_adj_d_rank', 'type': 'quantitative'}, 'y': {'field': 'ncaa_seed', 'type': 'quantitative'}, 'color': {'bin': True, 'field': 'luck_rank'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-707,exp-707
"Draw a visual representation of zip codes and districts, with a different color for each binned precinct value.",exp-708,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'community districts', 'type': 'quantitative'}, 'y': {'field': 'zip codes', 'type': 'quantitative'}, 'color': {'bin': True, 'field': 'precinct'}}, 'data': {'url': 'NYPD_Shooting_Incident_Data__Year_To_Date_.json'}}",nypd_shooting_incident_data__year_to_date_,exp-708,exp-708
Can you draw an area graph that displays the range of specimens according to the time? ,exp-709,"{'width': 600, 'height': 300, 'mark': {'type': 'area'}, 'encoding': {'x': {'axis': {'format': '%b'}, 'field': 'date', 'timeUnit': 'monthdate'}, 'y': {'aggregate': 'max', 'field': 'specimens'}, 'y2': {'aggregate': 'min', 'field': 'specimens'}, 'opacity': {'value': 0.7}}, 'data': {'url': 'covid19_variant.json'}}",covid19_variant,exp-709,exp-709
Construct a stacked bar chart that illustrates the total count of different parties and children.,exp-710,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'children', 'type': 'nominal'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}, 'color': {'field': 'party', 'type': 'nominal'}}, 'data': {'url': 'presidents.json'}}",presidents,exp-710,exp-710
"A point graph with theft on x axis, speedy_trial on y axis, and binned recovery_cases_narcotics on point opacity.",exp-711,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'theft', 'type': 'quantitative'}, 'y': {'field': 'speedy_trial', 'type': 'quantitative'}, 'opacity': {'bin': True, 'field': 'recovery_cases_narcotics'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-711,exp-711
"Can you draw a vertical box plot to compare the distribution of amount payments for different payment method codes, colored by payment codes? ",exp-712,"{'mark': {'type': 'boxplot'}, 'encoding': {'x': {'field': 'payment_method_code', 'type': 'nominal'}, 'color': {'field': 'payment_method_code', 'type': 'nominal', 'legend': None}, 'y': {'field': 'amount_payment', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'payments.json'}}",payments,exp-712,exp-712
"Visualize the relationship between diameter and prices  through a scatterplot, using mark shape encodings for extra sauce.",exp-713,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'diameter', 'type': 'quantitative', 'scale': {'zero': False}}, 'y': {'field': 'price_cad', 'type': 'quantitative', 'scale': {'zero': False}}, 'color': {'field': 'extra_sauce', 'type': 'nominal'}, 'shape': {'field': 'extra_sauce', 'type': 'nominal'}}, 'data': {'url': 'pizza_v2.json'}}",pizza_v2,exp-713,exp-713
"Draw small multiple scatterplots with sos_adj_d_rank on x-axis, luck on y-axis, and conferences on columns.",exp-714,"{'width': 75, 'height': 75, 'mark': {'type': 'point'}, 'encoding': {'column': {'field': 'conference'}, 'x': {'field': 'sos_adj_d_rank', 'type': 'quantitative'}, 'y': {'field': 'luck', 'type': 'quantitative'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-714,exp-714
"Create a visualization with point marks, where blocks_per_game is plotted on the x-axis and video_count is plotted on the y-axis.",exp-715,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'subscriber_count', 'type': 'quantitative'}, 'y': {'field': 'video_count', 'type': 'quantitative'}}, 'data': {'url': 'top-300-youtube-channels.json'}}",top-300-youtube-channels,exp-715,exp-715
"Draw a scatterplot with no grid lines, with profit on the x-axis and quantity on the y-axis.",exp-716,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'profit', 'type': 'quantitative'}, 'y': {'field': 'quantity', 'type': 'quantitative'}}, 'config': {'axis': {'domain': False, 'grid': False}}, 'data': {'url': 'SampleSuperstore.json'}}",samplesuperstore,exp-716,exp-716
Construct a bar chart to visualize the count of different class sections with a minimap for interaction? ,exp-717,"{'hconcat': [{'mark': 'bar', 'transform': [{'filter': {'selection': 'brush'}}], 'encoding': {'y': {'field': 'class_section', 'type': 'nominal', 'axis': {'minExtent': 200}, 'sort': '-x'}, 'x': {'aggregate': 'count', 'scale': {'domain': [0, 6]}, 'axis': {'orient': 'top'}}}}, {'height': 200, 'width': 50, 'selection': {'brush': {'type': 'interval', 'encodings': ['y']}}, 'mark': 'bar', 'encoding': {'y': {'field': 'class_section', 'type': 'nominal', 'sort': '-x', 'axis': None}, 'x': {'aggregate': 'count', 'axis': None}}}], 'data': {'url': 'class.json'}}",class,exp-717,exp-717
Draw a histogram with a maximum of 20 bins that visualizes recovery_cases_narcotics.,exp-718,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': {'maxbins': 20}, 'field': 'recovery_cases_narcotics'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-718,exp-718
Make an area graph exhibiting the total internet business versus time.,exp-719,"{'width': 300, 'height': 200, 'mark': {'type': 'area'}, 'encoding': {'x': {'timeUnit': 'yearmonth', 'field': 'first_day_of_week', 'axis': {'format': '%Y'}}, 'y': {'aggregate': 'sum', 'field': 'internet business'}}, 'data': {'url': 'google-trends-microbusiness-smallbusiness-internetbusiness-sidejob.json'}}",google-trends-microbusiness-smallbusiness-internetbusiness-sidejob,exp-719,exp-719
Create a line graph to show the development of micro business over time.,exp-720,"{'mark': {'type': 'line'}, 'encoding': {'x': {'field': 'first_day_of_week', 'type': 'temporal'}, 'y': {'field': 'micro business', 'type': 'quantitative'}}, 'data': {'url': 'google-trends-microbusiness-smallbusiness-internetbusiness-sidejob.json'}}",google-trends-microbusiness-smallbusiness-internetbusiness-sidejob,exp-720,exp-720
"Plot a box plot to show the median, min, and max of buying for different currency.",exp-721,"{'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'y': {'field': 'currency', 'type': 'nominal'}, 'x': {'field': 'buying', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'currency.json'}}",currency,exp-721,exp-721
Make a radial graph to show distributions of sells.,exp-722,"{'layer': [{'mark': {'type': 'arc', 'stroke': 'white', 'tooltip': True}}, {'mark': {'type': 'text', 'radiusOffset': 15, 'align': 'right'}, 'encoding': {'text': {'bin': True, 'field': 'sell'}, 'angle': {'bin': True, 'field': 'sell', 'scale': {'range': [90, 450]}}}}], 'encoding': {'theta': {'bin': True, 'field': 'sell'}, 'radius': {'aggregate': 'count', 'scale': {'type': 'sqrt'}}}, 'config': {'view': {'stroke': None}}, 'data': {'url': 'currency.json'}}",currency,exp-722,exp-722
"Make a graph that illustrates the relationship between point3_perc and age, and use orange rectangles as the marks.",exp-723,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'point3_perc', 'type': 'quantitative'}, 'y': {'field': 'age', 'type': 'quantitative'}, 'color': {'value': '#ff9900'}, 'shape': {'value': 'square'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-723,exp-723
What does the scatterplot look like when comparing bmi and shotspergame?,exp-724,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'shotspergame', 'type': 'quantitative'}, 'y': {'field': 'bmi', 'type': 'quantitative'}}, 'data': {'url': 'EPL_Soccer_MLR_LR.json'}}",epl_soccer_mlr_lr,exp-724,exp-724
Generate a histogram of internet business and include a vertical red line indicating the mean volumn.,exp-725,"{'layer': [{'mark': 'bar', 'encoding': {'x': {'field': 'internet business', 'bin': True}, 'y': {'aggregate': 'count'}}}, {'mark': 'rule', 'encoding': {'x': {'aggregate': 'mean', 'field': 'internet business'}, 'color': {'value': 'red'}, 'size': {'value': 5}}}], 'data': {'url': 'google-trends-microbusiness-smallbusiness-internetbusiness-sidejob.json'}}",google-trends-microbusiness-smallbusiness-internetbusiness-sidejob,exp-725,exp-725
Create a visualization to display the mean robbery across different areas over the years using a colored heatmap.,exp-726,"{'mark': {'type': 'rect'}, 'encoding': {'y': {'field': 'year', 'type': 'nominal'}, 'x': {'field': 'area_name', 'type': 'ordinal'}, 'color': {'aggregate': 'mean', 'field': 'robbery '}}, 'config': {'axis': {'grid': True, 'tickBand': 'extent'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-726,exp-726
"A scatterplot showing weight and distance covered, with mark shape encodings clubs.",exp-727,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'distancecovered(inkms)', 'type': 'quantitative', 'scale': {'zero': False}}, 'y': {'field': 'weight', 'type': 'quantitative', 'scale': {'zero': False}}, 'color': {'field': 'club', 'type': 'nominal'}, 'shape': {'field': 'club', 'type': 'nominal'}}, 'data': {'url': 'EPL_Soccer_MLR_LR.json'}}",epl_soccer_mlr_lr,exp-727,exp-727
Draw an area chart to represent the relationship between dacoity and its density.,exp-728,"{'width': 400, 'height': 100, 'transform': [{'density': 'dacoity', 'bandwidth': 0.3}], 'mark': {'type': 'area'}, 'encoding': {'x': {'field': 'value', 'title': 'dacoity', 'type': 'quantitative'}, 'y': {'field': 'density', 'type': 'quantitative'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-728,exp-728
Generate a bar graph depicting the unique values of carieers in comparison to various memories.,exp-729,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'memory_in_g'}, 'y': {'aggregate': 'distinct', 'field': 'carrier'}}, 'data': {'url': 'phone.json'}}",phone,exp-729,exp-729
"Create a visualization that shows the relationship between burglary and robbery, with point opacity indicating the number of binned theft.",exp-730,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'burglary', 'type': 'quantitative'}, 'y': {'field': 'robbery ', 'type': 'quantitative'}, 'opacity': {'bin': True, 'field': 'theft'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-730,exp-730
The distribution of riot cases shown in a radical histogram.,exp-731,"{'layer': [{'mark': {'type': 'arc', 'stroke': 'white', 'tooltip': True}}, {'mark': {'type': 'text', 'radiusOffset': 15, 'align': 'right'}, 'encoding': {'text': {'bin': True, 'field': 'riot '}, 'angle': {'bin': True, 'field': 'riot ', 'scale': {'range': [90, 450]}}}}], 'encoding': {'theta': {'bin': True, 'field': 'riot '}, 'radius': {'aggregate': 'count', 'scale': {'type': 'sqrt'}}}, 'config': {'view': {'stroke': None}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-731,exp-731
Visualize the amount of matches for each zeros in a pie chart with text labels to show the proportion of each sector.,exp-732,"{'encoding': {'theta': {'field': 'match', 'type': 'quantitative', 'stack': True, 'aggregate': 'sum'}, 'color': {'field': 'zeros', 'type': 'nominal', 'legend': None}}, 'layer': [{'mark': {'type': 'arc', 'outerRadius': 80}}, {'mark': {'type': 'text', 'radius': 90}, 'encoding': {'text': {'field': 'zeros', 'type': 'nominal'}}}], 'data': {'url': 'world_cup_2007.json'}}",world_cup_2007,exp-732,exp-732
Generate a donut chart depicting the proportion of sides.,exp-733,"{'mark': {'type': 'arc', 'innerRadius': 50}, 'encoding': {'theta': {'type': 'quantitative', 'aggregate': 'count'}, 'color': {'field': 'side', 'type': 'nominal'}}, 'data': {'url': 'Cleaned and imputed data 2.json'}}",cleaned and imputed data 2,exp-733,exp-733
